question,main_answer,sub_answer,level,examples,part_of_speech,kanji_string,meaning_string,reading_string,meaning_mnemonic
"To Turn Away, To Avert",そらす,逸らす,54,"彼女は颯と目を逸らした。 
 She quickly averted her eyes.","transitive verb, godan verb",逸,"Deviate, Elude","いつ, そ, はぐ","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means deviate, so the verb version is to turn away or to avert."
最優遇,"Most Favorable Treatment, Warmest Reception",さいゆうぐう,54,"この本屋はいつも私の好きな作家の本を最優遇して陳列してくれているんです。 
 This bookstore always displays books by my favorite author in the most preferential way. 

 政策的には、日本のどの政党も高齢者を最優遇していますよね。 
 In terms of policy, all the political parties in Japan give the highest priority to the elderly, don't they? 

 このお店は現金払いの会員が最優遇されていて、カード払いの会員や非会員よりも先にレジに進むことができます。 
 This store prioritizes cash-paying members, allowing them to proceed to the checkout before card-paying members or non-members. 

 最優遇貸出金利はいまどのぐらいですか。 
 How much is the prime lending rate right now?",noun,最|優|遇,"Most|Superior, Gentle|Treatment, Encounter","さい, もっと|ゆう, やさ, すぐ|ぐう, あ","The most superior treatment is another way of saying it's the most favorable treatment you've ever received. It's when you get the warmest reception out of everyone around you. Like they think you're the president or something. Either way, it's pretty great!"
"Most Favorable Treatment, Warmest Reception",さいゆうぐう,最優遇,54,"この本屋はいつも私の好きな作家の本を最優遇して陳列してくれているんです。 
 This bookstore always displays books by my favorite author in the most preferential way. 

 政策的には、日本のどの政党も高齢者を最優遇していますよね。 
 In terms of policy, all the political parties in Japan give the highest priority to the elderly, don't they? 

 このお店は現金払いの会員が最優遇されていて、カード払いの会員や非会員よりも先にレジに進むことができます。 
 This store prioritizes cash-paying members, allowing them to proceed to the checkout before card-paying members or non-members. 

 最優遇貸出金利はいまどのぐらいですか。 
 How much is the prime lending rate right now?",noun,最|優|遇,"Most|Superior, Gentle|Treatment, Encounter","さい, もっと|ゆう, やさ, すぐ|ぐう, あ","The most superior treatment is another way of saying it's the most favorable treatment you've ever received. It's when you get the warmest reception out of everyone around you. Like they think you're the president or something. Either way, it's pretty great!"
応酬,"Exchange, Reciprocation",おうしゅう,54,"両チームのファンからやじの応酬が続いた。 
 Both teams’ fans continued to exchange jeers.","noun, verbal noun",応|酬,Respond|Repay,"おう, こた|しゅう, しゅ, とう, むく","Repay what someone lent you in response to them already lending YOU money, and the two of you will have exchanged money. "
"Exchange, Reciprocation",おうしゅう,応酬,54,"両チームのファンからやじの応酬が続いた。 
 Both teams’ fans continued to exchange jeers.","noun, verbal noun",応|酬,Respond|Repay,"おう, こた|しゅう, しゅ, とう, むく","Repay what someone lent you in response to them already lending YOU money, and the two of you will have exchanged money. "
報酬,"Reward, Compensation",ほうしゅう,54,"このプロジェクトが成功すれば、報酬として、クリステンがほっぺにキスをしてくれます。 
 If this project is a success, Kristen will give me a kiss on the cheek as a reward.",noun,報|酬,"News, Report|Repay","ほう, むく|しゅう, しゅ, とう, むく",Repay people for the news they tell you by rewarding them! Everyone deserves compensation for the time they take to pass information to you.
"Reward, Compensation",ほうしゅう,報酬,54,"このプロジェクトが成功すれば、報酬として、クリステンがほっぺにキスをしてくれます。 
 If this project is a success, Kristen will give me a kiss on the cheek as a reward.",noun,報|酬,"News, Report|Repay","ほう, むく|しゅう, しゅ, とう, むく",Repay people for the news they tell you by rewarding them! Everyone deserves compensation for the time they take to pass information to you.
酷,"Harsh, Severe, Cruel, Terrible",こく,54,"それをあいつに頼むのは、ちょっと酷すぎやしないか。 
 Asking that guy for it is a bit too harsh. 

 あれは、みんな酷な実践方法だったと言っていた。 
 Everyone was saying it was a severe way to practice.",independent noun,酷,"Cruel, Unjust","こく, ひど, むご","Something that's cruel tends to be harsh, severe, and terrible. And of course, it's still cruel to boot."
"Harsh, Severe, Cruel, Terrible",こく,酷,54,"それをあいつに頼むのは、ちょっと酷すぎやしないか。 
 Asking that guy for it is a bit too harsh. 

 あれは、みんな酷な実践方法だったと言っていた。 
 Everyone was saying it was a severe way to practice.",independent noun,酷,"Cruel, Unjust","こく, ひど, むご","Something that's cruel tends to be harsh, severe, and terrible. And of course, it's still cruel to boot."
過酷,"Severity, Rigor, Cruelty, Harsh",かこく,54,"彼らは、不当に過酷な労働を強いられています。 
 They’re being forced into unreasonably severe manual labor.","noun, な adjective",過|酷,"Surpass|Cruel, Unjust","か, す, あやま|こく, ひど, むご",Your boss surpasses his normal cruelty and rains severity down on your head. You had other things to do this weekend and now you have to work through it? Harsh...
"Severity, Rigor, Cruelty, Harsh",かこく,過酷,54,"彼らは、不当に過酷な労働を強いられています。 
 They’re being forced into unreasonably severe manual labor.","noun, な adjective",過|酷,"Surpass|Cruel, Unjust","か, す, あやま|こく, ひど, むご",Your boss surpasses his normal cruelty and rains severity down on your head. You had other things to do this weekend and now you have to work through it? Harsh...
酷使,"Exploitation, Overuse, Abuse",こくし,54,"労働者を酷使するブラック企業をこのまま野放しにしていてもいいんですか。 
 Do you think it’s okay to let black companies that exploit their workers continue to take care of themselves? ","noun, verbal noun",酷|使,"Cruel, Unjust|Use","こく, ひど, むご|し, つか","If you use something in a cruel way it's called exploitation. You're probably going to overuse it, at that rate too. Cut it out, dude."
"Exploitation, Overuse, Abuse",こくし,酷使,54,"労働者を酷使するブラック企業をこのまま野放しにしていてもいいんですか。 
 Do you think it’s okay to let black companies that exploit their workers continue to take care of themselves? ","noun, verbal noun",酷|使,"Cruel, Unjust|Use","こく, ひど, むご|し, つか","If you use something in a cruel way it's called exploitation. You're probably going to overuse it, at that rate too. Cut it out, dude."
酷似,"Resemblance, Resemble",こくじ,54,"三冊の本は、どれも内容が酷似している。 
 All the content in the three volumes of the book resemble each other.","noun, verbal noun, の adjective",酷|似,"Cruel, Unjust|Resemble","こく, ひど, むご|に, じ","If you resemble someone who's cruel, you, well, you resemble them. Maybe you're really mean too. I guess only you can know that. But you do look like that other guy..."
"Resemblance, Resemble",こくじ,酷似,54,"三冊の本は、どれも内容が酷似している。 
 All the content in the three volumes of the book resemble each other.","noun, verbal noun, の adjective",酷|似,"Cruel, Unjust|Resemble","こく, ひど, むご|に, じ","If you resemble someone who's cruel, you, well, you resemble them. Maybe you're really mean too. I guess only you can know that. But you do look like that other guy..."
酷い,"Cruel, Awful, Severe",ひどい,54,"彼女の作った料理は、どれも酷い味だった。 
 All of the food she made tasted awful. 

 自分の彼女によくもそんな酷い事が言えるね。 
 How can you say such a cruel thing to your own girlfriend? 

 こんなに暑さが酷くなるって分かっていたら、この国に引っ越していなかったよ。 
 If I had known the heat would be this severe, I wouldn't have moved to this country.",い adjective,酷,"Cruel, Unjust","こく, ひど, むご","This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's the adjective form of cruel? Cruel or awful. "
"Cruel, Awful, Severe",ひどい,酷い,54,"彼女の作った料理は、どれも酷い味だった。 
 All of the food she made tasted awful. 

 自分の彼女によくもそんな酷い事が言えるね。 
 How can you say such a cruel thing to your own girlfriend? 

 こんなに暑さが酷くなるって分かっていたら、この国に引っ越していなかったよ。 
 If I had known the heat would be this severe, I wouldn't have moved to this country.",い adjective,酷,"Cruel, Unjust","こく, ひど, むご","This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's the adjective form of cruel? Cruel or awful. "
酷暑,Intense Heat,こくしょ,54,"今年の夏は、酷暑が続きました。 
 This summer the intense heat continued.",noun,酷|暑,"Cruel, Unjust|Hot, Hot Weather","こく, ひど, むご|あつ, しょ","Cruel hot weather is the kind that's too much for anyone to handle. It's intense heat. Stranded in the desert in summer, heat."
Intense Heat,こくしょ,酷暑,54,"今年の夏は、酷暑が続きました。 
 This summer the intense heat continued.",noun,酷|暑,"Cruel, Unjust|Hot, Hot Weather","こく, ひど, むご|あつ, しょ","Cruel hot weather is the kind that's too much for anyone to handle. It's intense heat. Stranded in the desert in summer, heat."
残酷,"Cruelty, Harshness",ざんこく,54,"私は、ひどく残酷な決断を迫られました。 
 I was pressed for an awfully cruel decision.","noun, な adjective",残|酷,"Remainder|Cruel, Unjust","ざん, のこ|こく, ひど, むご","The remainder of cruelness is cruelty. There always seems to be plenty to go around, and it kind of sucks."
"Cruelty, Harshness",ざんこく,残酷,54,"私は、ひどく残酷な決断を迫られました。 
 I was pressed for an awfully cruel decision.","noun, な adjective",残|酷,"Remainder|Cruel, Unjust","ざん, のこ|こく, ひど, むご","The remainder of cruelness is cruelty. There always seems to be plenty to go around, and it kind of sucks."
冷酷,"Cruel, Coldhearted, Relentless, Ruthless",れいこく,54,"あなたのこと、ずっと冷酷な人だと思っていました。 
 I always thought you were a cruel person.","noun, な adjective",冷|酷,"Cool, Cold|Cruel, Unjust","れい, つめ, ひ, さ|こく, ひど, むご",A cruel cool person is more cruel and coldhearted than just a normal cruel person. It's probably because they're cold all the time and it makes them mad. You should stay away from people like that.
"Cruel, Coldhearted, Relentless, Ruthless",れいこく,冷酷,54,"あなたのこと、ずっと冷酷な人だと思っていました。 
 I always thought you were a cruel person.","noun, な adjective",冷|酷,"Cool, Cold|Cruel, Unjust","れい, つめ, ひ, さ|こく, ひど, むご",A cruel cool person is more cruel and coldhearted than just a normal cruel person. It's probably because they're cold all the time and it makes them mad. You should stay away from people like that.
酷評,"Severe Criticism, Damnation",こくひょう,54,"いちいち酷評を気にしてたら、何も書けないよ。 
 I can’t write anything if I pay an undue amount of attention to each severe criticism.","noun, verbal noun, の adjective",酷|評,"Cruel, Unjust|Evaluate","こく, ひど, むご|ひょう","Evaluate in a cruel way so you can lay some severe criticism down on your competition! It's not the nicest thing to do, and it's not very constructive for them, but it will make you look better. "
"Severe Criticism, Damnation",こくひょう,酷評,54,"いちいち酷評を気にしてたら、何も書けないよ。 
 I can’t write anything if I pay an undue amount of attention to each severe criticism.","noun, verbal noun, の adjective",酷|評,"Cruel, Unjust|Evaluate","こく, ひど, むご|ひょう","Evaluate in a cruel way so you can lay some severe criticism down on your competition! It's not the nicest thing to do, and it's not very constructive for them, but it will make you look better. "
鎌,"Sickle, Scythe",かま,54,"鎌をすっぽ抜けただけです。 
 The sickle just slipped out of my hand.",noun,鎌,"Sickle, Scythe","かま, けん, れん",The kanji and the word are exactly the same. That means they share meanings as well.
"Sickle, Scythe",かま,鎌,54,"鎌をすっぽ抜けただけです。 
 The sickle just slipped out of my hand.",noun,鎌,"Sickle, Scythe","かま, けん, れん",The kanji and the word are exactly the same. That means they share meanings as well.
新陳代謝,Metabolism,しんちんたいしゃ,54,"新陳代謝がアップするエクササイズをご紹介します。 
 I’m going to introduce an exercise that improves my metabolism.","noun, verbal noun",新|陳|代|謝,"New|Exhibit|Substitute, Replace, Period, Age|Apologize","しん, あたら, あら, にい|ちん, ひ|だい, たい, か, かわ, よ, しろ|しゃ, あやま","Your body thinks you want to substitute new exhibits inside yourself but it apologizes and replaces them more than you'd like. What it's actually doing is controlling your metabolism. Picture your body using food you eat by setting it up in an exhibit in your stomach. But it gets bored of it and wants to substitute it with a newer one, so it makes you hungry again, digesting the food fast."
Metabolism,しんちんたいしゃ,新陳代謝,54,"新陳代謝がアップするエクササイズをご紹介します。 
 I’m going to introduce an exercise that improves my metabolism.","noun, verbal noun",新|陳|代|謝,"New|Exhibit|Substitute, Replace, Period, Age|Apologize","しん, あたら, あら, にい|ちん, ひ|だい, たい, か, かわ, よ, しろ|しゃ, あやま","Your body thinks you want to substitute new exhibits inside yourself but it apologizes and replaces them more than you'd like. What it's actually doing is controlling your metabolism. Picture your body using food you eat by setting it up in an exhibit in your stomach. But it gets bored of it and wants to substitute it with a newer one, so it makes you hungry again, digesting the food fast."
陳列室,Showroom,ちんれつしつ,54,"その陳列室には、いったい何が並べられているのですか。 
 What the heck is on display in the showroom?",noun,陳|列|室,Exhibit|Row|Room,"ちん, ひ|れつ|しつ","The room where you exhibit things in a row is a showroom. Maybe there are cars lined up, or boats, or tiny porcelain cats! Either way, they need a nice big showroom to show them off."
Showroom,ちんれつしつ,陳列室,54,"その陳列室には、いったい何が並べられているのですか。 
 What the heck is on display in the showroom?",noun,陳|列|室,Exhibit|Row|Room,"ちん, ひ|れつ|しつ","The room where you exhibit things in a row is a showroom. Maybe there are cars lined up, or boats, or tiny porcelain cats! Either way, they need a nice big showroom to show them off."
必須条件,"Essential Condition, Requisite, Must",ひっすじょうけん,54,"お肌の張りと艶は、モテる女の必須条件です。 
 Shiny, toned skin is a must for popular women.",noun,必|須|条|件,"Certain|Necessary|Clause|Matter, Affair","ひつ, かなら|す, しゅ, すべから, すべし, ひげ, まつ, もち, もと|じょう|けん, くだり, くだん","You already learned that 必須 can mean ""essential"" and that 条件 means ""condition,"" so put them together and you get essential condition! That basically means that it's a must."
"Essential Condition, Requisite, Must",ひっすじょうけん,必須条件,54,"お肌の張りと艶は、モテる女の必須条件です。 
 Shiny, toned skin is a must for popular women.",noun,必|須|条|件,"Certain|Necessary|Clause|Matter, Affair","ひつ, かなら|す, しゅ, すべから, すべし, ひげ, まつ, もち, もと|じょう|けん, くだり, くだん","You already learned that 必須 can mean ""essential"" and that 条件 means ""condition,"" so put them together and you get essential condition! That basically means that it's a must."
露顕,"Discovery, Detection, Exposure",ろけん,54,"どうして我々の陰謀が露顕したのだ。 
 How did you discover our plot?","noun, verbal noun",露|顕,"Expose, Dew|Appear, Exist","ろ, ろう, つゆ|けん, あきらか, あらわ",You expose something new and it appears in front of the whole world as your discovery.
"Discovery, Detection, Exposure",ろけん,露顕,54,"どうして我々の陰謀が露顕したのだ。 
 How did you discover our plot?","noun, verbal noun",露|顕,"Expose, Dew|Appear, Exist","ろ, ろう, つゆ|けん, あきらか, あらわ",You expose something new and it appears in front of the whole world as your discovery.
顕在,"Actual, Obvious, Explicit, Overt, Apparent, Evident",けんざい,54,"この絵は、人間の顕在意識と潜在意識を象徴しています。 
 This picture symbolizes humanity’s conscious and subconscious.","noun, verbal noun",顕|在,"Appear, Exist|Exist","けん, あきらか, あらわ|ざい","If it appears to exist, then it's probably an actual thing... you know, existing and stuff. That should be pretty obvious."
"Actual, Obvious, Explicit, Overt, Apparent, Evident",けんざい,顕在,54,"この絵は、人間の顕在意識と潜在意識を象徴しています。 
 This picture symbolizes humanity’s conscious and subconscious.","noun, verbal noun",顕|在,"Appear, Exist|Exist","けん, あきらか, あらわ|ざい","If it appears to exist, then it's probably an actual thing... you know, existing and stuff. That should be pretty obvious."
顕著,"Remarkable, Striking, Obvious",けんちょ,54,"我が社の業績は顕著に回復しています。 
 Our company’s results are making a remarkable recovery.","noun, な adjective",顕|著,"Appear, Exist|Author","けん, あきらか, あらわ|ちょ, いちじる, あらわ","When an author appears in public it's always remarkable. People usually don't remember there's anyone behind those pages, so when the actual author shows up in person it's pretty striking."
"Remarkable, Striking, Obvious",けんちょ,顕著,54,"我が社の業績は顕著に回復しています。 
 Our company’s results are making a remarkable recovery.","noun, な adjective",顕|著,"Appear, Exist|Author","けん, あきらか, あらわ|ちょ, いちじる, あらわ","When an author appears in public it's always remarkable. People usually don't remember there's anyone behind those pages, so when the actual author shows up in person it's pretty striking."
顕彰,"Honoring, Commending",けんしょう,54,"明日、市民会館で顕彰式が行われます。 
 The commendation ceremony will be held at the civic center tomorrow. 

 私は、地域ボランティア活動を顕彰する制度を作るべきだと思うんです。 
 I think we should create a system to honor community volunteer activities. 

 先日、献血50回をねぎらう顕彰をいただきました。  
 I received a commendation the other day in appreciation of my 50 blood donations. 

 「内閣総理大臣顕彰」とは、日本の内閣総理大臣が、特に功績のあった個人・団体をたたえるために授与する顕彰のことです。 
 ""The Prime Minister's Commendation"" refers to an honor granted by the Prime Minister of Japan in recognition of  individuals or organizations that have made particularly outstanding achievements.","noun, verbal noun",顕|彰,"Appear, Exist|Clear","けん, あきらか, あらわ|しょう","If you want someone's awesomeness to appear clearly to the world, you can start by honoring them. Commending someone in a public setting is a surefire way to let everyone know how great they are."
"Honoring, Commending",けんしょう,顕彰,54,"明日、市民会館で顕彰式が行われます。 
 The commendation ceremony will be held at the civic center tomorrow. 

 私は、地域ボランティア活動を顕彰する制度を作るべきだと思うんです。 
 I think we should create a system to honor community volunteer activities. 

 先日、献血50回をねぎらう顕彰をいただきました。  
 I received a commendation the other day in appreciation of my 50 blood donations. 

 「内閣総理大臣顕彰」とは、日本の内閣総理大臣が、特に功績のあった個人・団体をたたえるために授与する顕彰のことです。 
 ""The Prime Minister's Commendation"" refers to an honor granted by the Prime Minister of Japan in recognition of  individuals or organizations that have made particularly outstanding achievements.","noun, verbal noun",顕|彰,"Appear, Exist|Clear","けん, あきらか, あらわ|しょう","If you want someone's awesomeness to appear clearly to the world, you can start by honoring them. Commending someone in a public setting is a surefire way to let everyone know how great they are."
鯨,Whale,くじら,54,"鯨のベーコンを食べました。 
 I ate whale bacon.",noun,鯨,Whale,"げい, くじら",The kanji and the word are exactly the same. That means they share meanings as well.
Whale,くじら,鯨,54,"鯨のベーコンを食べました。 
 I ate whale bacon.",noun,鯨,Whale,"げい, くじら",The kanji and the word are exactly the same. That means they share meanings as well.
捕鯨,"Whaling, Whale Fishing",ほげい,54,"私は捕鯨には反対です。 
 I’m against whaling.",noun,捕|鯨,Catch|Whale,"ほ, つか, とら|げい, くじら","If you catch a whale you're whaling, and that's illegal now so you should probably put the whale back."
"Whaling, Whale Fishing",ほげい,捕鯨,54,"私は捕鯨には反対です。 
 I’m against whaling.",noun,捕|鯨,Catch|Whale,"ほ, つか, とら|げい, くじら","If you catch a whale you're whaling, and that's illegal now so you should probably put the whale back."
鯨肉,Whale Meat,げいにく,54,"美味しい鯨肉の店を知っているよ。 
 I know a delicious whale meat shop.",noun,鯨|肉,Whale|Meat,"げい, くじら|にく",Whale meat is whale meat.
Whale Meat,げいにく,鯨肉,54,"美味しい鯨肉の店を知っているよ。 
 I know a delicious whale meat shop.",noun,鯨|肉,Whale|Meat,"げい, くじら|にく",Whale meat is whale meat.
茜色,"Madder Red, Deep Red, Crimson",あかねいろ,54,"空が夕焼けで茜色に染まっていて、とても綺麗でした。 
 The sky was crimson in the sunset, and it was very beautiful. 

 茜色の空を見ながら、シャンパンを飲んだ。 
 We drank champagne while looking at the madder red sky. 

 見て、空が燃えるような茜色になってきてるよ。 
 Look, the sky is turning a fiery dark red color!",noun,茜|色,"Rose Madder, Deep Red|Color","あかね, せん|いろ, しき, しょく","Rose madder color is more simply called madder red, which is a kind of deep red or crimson. This word is used most often to describe the color of the sky at sunset in literature."
"Madder Red, Deep Red, Crimson",あかねいろ,茜色,54,"空が夕焼けで茜色に染まっていて、とても綺麗でした。 
 The sky was crimson in the sunset, and it was very beautiful. 

 茜色の空を見ながら、シャンパンを飲んだ。 
 We drank champagne while looking at the madder red sky. 

 見て、空が燃えるような茜色になってきてるよ。 
 Look, the sky is turning a fiery dark red color!",noun,茜|色,"Rose Madder, Deep Red|Color","あかね, せん|いろ, しき, しょく","Rose madder color is more simply called madder red, which is a kind of deep red or crimson. This word is used most often to describe the color of the sky at sunset in literature."
錦市場,Nishiki Market,にしきいちば,54,"日曜日に京都の錦市場に行きました。 
 I went to Nishiki Market in Kyoto on Sunday. 

 これは錦市場で買ったお箸です。 
 These are chopsticks I bought at Nishiki Market. 

 錦市場で卵焼きを買って食べ歩きをしました。 
 I bought tamago-yaki at Nishiki Market and ate it while walking around.",proper noun,錦|市|場,"Brocade|City|Location, Place","にしき, きん|し, いち|じょう, ば","You might already know 市場 means ""market,"" like in 株式市場 (stock market). So is this a brocade market? Well, ""brocade"" actually refers to the name of a street here, not brocade fabrics. It's a place name, so we can just call this the Nishiki Market!

錦市場 is a famous food market on a street called 錦小路 (Nishiki Kōji) in Kyoto, and it's packed with delicious local specialties. Give it a quick search if you haven't heard of it! Maybe your next travel destination?"
Nishiki Market,にしきいちば,錦市場,54,"日曜日に京都の錦市場に行きました。 
 I went to Nishiki Market in Kyoto on Sunday. 

 これは錦市場で買ったお箸です。 
 These are chopsticks I bought at Nishiki Market. 

 錦市場で卵焼きを買って食べ歩きをしました。 
 I bought tamago-yaki at Nishiki Market and ate it while walking around.",proper noun,錦|市|場,"Brocade|City|Location, Place","にしき, きん|し, いち|じょう, ば","You might already know 市場 means ""market,"" like in 株式市場 (stock market). So is this a brocade market? Well, ""brocade"" actually refers to the name of a street here, not brocade fabrics. It's a place name, so we can just call this the Nishiki Market!

錦市場 is a famous food market on a street called 錦小路 (Nishiki Kōji) in Kyoto, and it's packed with delicious local specialties. Give it a quick search if you haven't heard of it! Maybe your next travel destination?"
悪因悪果,"Evil Breeds Evil, Evil Begets Evil",あくいんあっか,55,"悪因悪果って言うだろ？当然のむくいだよ。 
 They say ""evil begets evil"" right? So they just got properly punished. 

 悪いことをしたら、悪因悪果で後々ひどい目にあうよ。 
 If you do something bad, you'll get in trouble later because evil breeds evil. 

 聖書には、業について何て書いてあるんだっけ？悪因悪果とかだっけか？ 
 What does the Bible say about karma? Was it like ""evil begets evil"" or something?",noun,悪|因|果,"Bad, Evil|Cause|Fruit","あく, お, わる|いん, よ|か, くだ, は","The evil cause yields the evil fruit, or more simply, evil breeds evil.

This is a Buddhist term, often used together with 善因善果 (virtue breeds virtue) to illustrate the concept of karma. While not a widely known phrase, it a nice saying to remind us of the importance of our actions. "
"Evil Breeds Evil, Evil Begets Evil",あくいんあっか,悪因悪果,55,"悪因悪果って言うだろ？当然のむくいだよ。 
 They say ""evil begets evil"" right? So they just got properly punished. 

 悪いことをしたら、悪因悪果で後々ひどい目にあうよ。 
 If you do something bad, you'll get in trouble later because evil breeds evil. 

 聖書には、業について何て書いてあるんだっけ？悪因悪果とかだっけか？ 
 What does the Bible say about karma? Was it like ""evil begets evil"" or something?",noun,悪|因|果,"Bad, Evil|Cause|Fruit","あく, お, わる|いん, よ|か, くだ, は","The evil cause yields the evil fruit, or more simply, evil breeds evil.

This is a Buddhist term, often used together with 善因善果 (virtue breeds virtue) to illustrate the concept of karma. While not a widely known phrase, it a nice saying to remind us of the importance of our actions. "
不等,"Inequality, Unequal",ふとう,55,"これは上から見ると不等辺三角形になるようにデザインされています。 
 This is designed to form an scalene triangle when viewed from above. 

 この時、以下の不等式が成り立ちます。 
 At this time, the following inequality holds. 

 この車は、トルクが前41：後59で不等配分されるようになっています。 
 The car is designed to distribute torque unequally at 41:59 between the front and the rear.","noun, な adjective, の adjective",不|等,Not|Equal,"ふ, ぶ|とう, ひと, など","When something is not equal is of course unequal. It's an inequality. You'll usually see this word in technical contexts like math and engineering, but it does pop up in more general formal writing, too."
"Inequality, Unequal",ふとう,不等,55,"これは上から見ると不等辺三角形になるようにデザインされています。 
 This is designed to form an scalene triangle when viewed from above. 

 この時、以下の不等式が成り立ちます。 
 At this time, the following inequality holds. 

 この車は、トルクが前41：後59で不等配分されるようになっています。 
 The car is designed to distribute torque unequally at 41:59 between the front and the rear.","noun, な adjective, の adjective",不|等,Not|Equal,"ふ, ぶ|とう, ひと, など","When something is not equal is of course unequal. It's an inequality. You'll usually see this word in technical contexts like math and engineering, but it does pop up in more general formal writing, too."
継父,Stepfather,"けいふ, ままちち",55,"小さい頃、継父にいつもおんぶをしてもらっていました。 
 My stepfather used to give me piggyback rides all the time when I was little.",noun,継|父,"Inherit|Father, Dad","けい, つ|ちち, とう, ふ","A father you've inherited isn't your original father, he's your stepfather."
Stepfather,"けいふ, ままちち",継父,55,"小さい頃、継父にいつもおんぶをしてもらっていました。 
 My stepfather used to give me piggyback rides all the time when I was little.",noun,継|父,"Inherit|Father, Dad","けい, つ|ちち, とう, ふ","A father you've inherited isn't your original father, he's your stepfather."
躍如,"Vividly Depicted, Clearly Expressed",やくじょ,55,"そいつにチャンピオンの面目躍如たるところを見せつけてやれ！ 
 Show him what kind of champion you are!","adjective, adverb",躍|如,Leap|Likeness,"やく, おど|じょ, ごと","A leap of likeness is when something that's not real takes a big leap towards the likeness to reality. This happens when something is vividly depicted or clearly expressed.

This word is generally used in the phrase 面目躍如たる, which functions as an adjective to exemplify someone’s honor."
"Vividly Depicted, Clearly Expressed",やくじょ,躍如,55,"そいつにチャンピオンの面目躍如たるところを見せつけてやれ！ 
 Show him what kind of champion you are!","adjective, adverb",躍|如,Leap|Likeness,"やく, おど|じょ, ごと","A leap of likeness is when something that's not real takes a big leap towards the likeness to reality. This happens when something is vividly depicted or clearly expressed.

This word is generally used in the phrase 面目躍如たる, which functions as an adjective to exemplify someone’s honor."
之,"This, This One",これ,55,"よかったら之も持って行きなさい。 
 Take this too, if you want.",pronoun,之,"This, This One","これ, の, し","The kanji and the word are exactly the same. That means they share meanings as well.

Note that this is almost always written in kana in modern Japanese."
"This, This One",これ,之,55,"よかったら之も持って行きなさい。 
 Take this too, if you want.",pronoun,之,"This, This One","これ, の, し","The kanji and the word are exactly the same. That means they share meanings as well.

Note that this is almost always written in kana in modern Japanese."
起伏,"Undulation, Ups And Downs, Highs And Lows",きふく,55,"生理前はどうしても感情の起伏が激しくなってしまう。 
 Before my period I always get violent emotional ups and downs.","noun, verbal noun",起|伏,"Wake Up|Bow, Lay","お, き|ふく, ふ","Wake up, now lay yourself down, now wake up again, okay now lay again. What you're doing is called undulation. If your emotions do it it's called ups and downs. Everyone goes through stuff like this sometimes."
"Undulation, Ups And Downs, Highs And Lows",きふく,起伏,55,"生理前はどうしても感情の起伏が激しくなってしまう。 
 Before my period I always get violent emotional ups and downs.","noun, verbal noun",起|伏,"Wake Up|Bow, Lay","お, き|ふく, ふ","Wake up, now lay yourself down, now wake up again, okay now lay again. What you're doing is called undulation. If your emotions do it it's called ups and downs. Everyone goes through stuff like this sometimes."
伏せる,"To Cover, To Hide, To Lay Upside Down, To Turn Over",ふせる,55,"どうして弟が犯罪者であることを伏せていたんだ。 
 Why have you not been telling us that your brother is a criminal?","transitive verb, ichidan verb",伏,"Bow, Lay","ふく, ふ","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means bow or lay, so the verb version is what when you try to cover or to hide something. You're doing the action to something, you're not the one hiding."
"To Cover, To Hide, To Lay Upside Down, To Turn Over",ふせる,伏せる,55,"どうして弟が犯罪者であることを伏せていたんだ。 
 Why have you not been telling us that your brother is a criminal?","transitive verb, ichidan verb",伏,"Bow, Lay","ふく, ふ","This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means bow or lay, so the verb version is what when you try to cover or to hide something. You're doing the action to something, you're not the one hiding."
降伏,"Surrender, Submission",こうふく,55,"絶対にあいつらを降伏させてみせる。 
 I'll definitely make them surrender.","noun, verbal noun",降|伏,"Descend|Bow, Lay","こう, お, ふ|ふく, ふ",Bow as you descend into enemy territory. This is how you have to surrender if you want to live. Keep your head nice and low and descend into their ranks.
"Surrender, Submission",こうふく,降伏,55,"絶対にあいつらを降伏させてみせる。 
 I'll definitely make them surrender.","noun, verbal noun",降|伏,"Descend|Bow, Lay","こう, お, ふ|ふく, ふ",Bow as you descend into enemy territory. This is how you have to surrender if you want to live. Keep your head nice and low and descend into their ranks.
潜伏,"Conceal, Hiding, Ambush",せんぷく,55,"我々はマフィアの潜伏捜査をすることになった。 
 We conducted an undercover investigation of the mafia.","noun, verbal noun",潜|伏,"Conceal|Bow, Lay","せん, くぐ, ひそ, もぐ|ふく, ふ",Bow your head to conceal yourself better than you were concealing yourself before. If you want to go into hiding you need to know how to lay low!
"Conceal, Hiding, Ambush",せんぷく,潜伏,55,"我々はマフィアの潜伏捜査をすることになった。 
 We conducted an undercover investigation of the mafia.","noun, verbal noun",潜|伏,"Conceal|Bow, Lay","せん, くぐ, ひそ, もぐ|ふく, ふ",Bow your head to conceal yourself better than you were concealing yourself before. If you want to go into hiding you need to know how to lay low!
